tijdstip;locatie;component;waarde;LKI
2017-04-05 23:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;34,8;4
2017-04-05 23:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;26,6;3
2017-04-05 23:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;2,1;1
2017-04-05 23:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,89;1
2017-04-06 00:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;27,0;3
2017-04-06 00:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;19,2;2
2017-04-06 00:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;1,2;1
2017-04-06 00:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,75;1
2017-04-06 01:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;28,9;3
2017-04-06 01:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;21,4;3
2017-04-06 01:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;0,7;1
2017-04-06 01:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,75;1
2017-04-06 02:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;18,6;2
2017-04-06 02:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;23,1;3
2017-04-06 02:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;0,3;1
2017-04-06 02:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,51;1
2017-04-06 03:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;8,9;1
2017-04-06 03:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;24,6;3
2017-04-06 03:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;0,2;1
2017-04-06 03:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,25;1
2017-04-06 04:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;6,5;1
2017-04-06 04:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;19,1;2
2017-04-06 04:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;0,1;1
2017-04-06 04:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,2;1
2017-04-06 05:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;13,6;2
2017-04-06 05:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;23,5;3
2017-04-06 05:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;0,7;1
2017-04-06 05:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,41;2
2017-04-06 06:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;19,3;2
2017-04-06 06:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;21,1;3
2017-04-06 06:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;1,7;1
2017-04-06 06:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,35;1
2017-04-06 07:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;34,9;4
2017-04-06 07:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;25,8;3
2017-04-06 07:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;3,5;1
2017-04-06 07:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;0,68;1
2017-04-06 08:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;50,6;5
2017-04-06 08:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;28,5;3
