tijdstip;locatie;component;waarde;LKI
2017-04-04 09:00:00+02:00;Amsterdam-Stadhouderskade;PM10;37,1;4
2017-04-04 09:00:00+02:00;Amsterdam-Stadhouderskade;FN;3,51;3
2017-04-04 09:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,84;1
2017-04-04 09:00:00+02:00;Amsterdam-Stadhouderskade;NO;108,3;5
2017-04-04 10:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;3,74;2
2017-04-04 10:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;6,77;4
2017-04-04 10:00:00+02:00;Amsterdam-Stadhouderskade;NO2;71,5;6
2017-04-04 10:00:00+02:00;Amsterdam-Stadhouderskade;PM25;32,8;5
2017-04-04 10:00:00+02:00;Amsterdam-Stadhouderskade;PM10;48,2;5
2017-04-04 10:00:00+02:00;Amsterdam-Stadhouderskade;FN;4,49;4
2017-04-04 10:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;2,38;2
2017-04-04 10:00:00+02:00;Amsterdam-Stadhouderskade;NO;120,4;5
2017-04-04 11:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;4,56;3
2017-04-04 11:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;7,11;4
2017-04-04 11:00:00+02:00;Amsterdam-Stadhouderskade;NO2;65,2;6
2017-04-04 11:00:00+02:00;Amsterdam-Stadhouderskade;PM25;32,2;5
2017-04-04 11:00:00+02:00;Amsterdam-Stadhouderskade;PM10;39,4;4
2017-04-04 11:00:00+02:00;Amsterdam-Stadhouderskade;FN;3,07;3
2017-04-04 11:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;2,53;2
2017-04-04 11:00:00+02:00;Amsterdam-Stadhouderskade;NO;56,3;4
2017-04-04 12:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;3,62;2
2017-04-04 12:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;6,85;4
2017-04-04 12:00:00+02:00;Amsterdam-Stadhouderskade;NO2;66,5;6
2017-04-04 12:00:00+02:00;Amsterdam-Stadhouderskade;PM25;26,1;4
2017-04-04 12:00:00+02:00;Amsterdam-Stadhouderskade;PM10;39,6;4
2017-04-04 12:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,74;2
2017-04-04 12:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;2,47;2
2017-04-04 12:00:00+02:00;Amsterdam-Stadhouderskade;NO;59,3;4
2017-04-04 13:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;2,33;2
2017-04-04 13:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;4,37;3
